model,ticker,n,ic_pooled,cs_ic_mean,cs_ic_t,hit_rate,hit_ci_lo,hit_ci_hi,hit_p_vs_50,up_rate,hit_p_vs_uprate,share_long,r2_oos
ridge,UAA,2989,0.012266365502589653,,,0.5183316515304406,0.5003583231318897,0.5362576661098623,0.047602823303887404,0.5142953245879582,0.6730353146919346,0.8578119772499163,-5.737329010369052e-05
ridge,WMT,3020,0.052585596176726215,,,0.5228105228105228,0.5049280606722197,0.5406346986031607,0.01306018525997009,0.5254745254745254,0.7700564758493127,0.8857615894039735,0.0018495897748970203
ridge,XOM,3020,0.01020291560763223,,,0.507820299500832,0.48994653507799985,0.525674094469265,0.40139335246998165,0.5104825291181364,0.7703740044252065,0.8970198675496689,0.000942786918883276
lgbm,AAPL,3020,0.031321043913823045,,,0.5275381552753815,0.5096908412528309,0.5453153592051387,0.002645891613723957,0.5248838752488387,0.784425498143603,0.8920529801324504,-0.000591331858168509
lgbm,AMD,3020,0.0027991475951112863,,,0.5018816284639069,0.4837647820516913,0.5199935354465975,0.8532618087369663,0.49264454327745466,0.3179194974793601,0.8195364238410596,-0.0026565554693247506
lgbm,AMZN,3020,-0.017766786332105558,,,0.5096217650962177,0.49177351421437376,0.5274455196805796,0.2991512064044978,0.5116124751161247,0.8269630648690535,0.8774834437086093,0.0011555434792218655
lgbm,BABA,767,-0.027419786368952235,,,0.49345549738219896,0.45812490344146206,0.5288515771243213,0.7447446016767919,0.5052356020942408,0.5151796906713961,0.9387222946544981,-0.00028419576205629404
lgbm,BAC,3020,0.0190275962480012,,,0.51416048550236,0.4961664846246742,0.5321178521561156,0.12748794477591,0.5030343897505057,0.23265367547990148,0.8821192052980132,-0.0013285165018219747
lgbm,BBY,3020,-0.02620932019689794,,,0.5111778445111779,0.49327823915072144,0.5290488306952844,0.22796876450263467,0.5138471805138471,0.7700393779609279,0.8764900662251656,-0.005699389825204237
lgbm,FB,1354,0.00026057081465974917,,,0.532293986636971,0.5055937507670252,0.5588105435632649,0.019084287877671118,0.5374907201187825,0.7021721629829696,0.9239290989660266,0.003413340506178253
lgbm,GE,3020,0.008011965979079376,,,0.5082408341742348,0.49027090402518597,0.5261894948082623,0.3786854660939648,0.5058863101244534,0.8115460661756164,0.8983443708609271,0.0001864418412895752
lgbm,GM,1731,-0.00045256384748014835,,,0.5148861646234676,0.4912116927860501,0.538494017979579,0.22701079766812074,0.5125510799766492,0.8656591529991227,0.8965915655690352,-0.0019384667683723933
lgbm,GOOG,3020,0.015478547105554841,,,0.5120900960582975,0.4942553942096988,0.529894068335742,0.19005479042138093,0.5110963895329579,0.9274772511441352,0.8943708609271523,0.0021389853932624048
lgbm,JPM,3020,0.03385702717638589,,,0.5153129161118508,0.49743279784867467,0.5331539192178091,0.096834110689523,0.5096537949400799,0.5470442438026879,0.8996688741721854,0.00044198104514048264
lgbm,MA,2861,0.020133093187756027,,,0.5350385423966363,0.5167045696019928,0.553278315383655,0.0001942330859654184,0.5402943237561317,0.5732349043577359,0.88325760223698,0.005409407998949067
lgbm,PFE,3020,0.021899055783813348,,,0.5015146415348367,0.4835449990344899,0.5194803721314908,0.8833163811890944,0.49949511948838776,0.8257831806951317,0.9149006622516557,0.0024737181509815187
lgbm,RRC,3020,-0.01836213751042911,,,0.48717094301899366,0.4693153730734366,0.505059316094871,0.16532950882641942,0.4948350549816728,0.4113710074485956,0.8698675496688741,-0.005497121775985825
lgbm,SBUX,3020,-0.019856246095812935,,,0.49083027675891966,0.47296120921762463,0.5087228063494968,0.32410161426602624,0.5021673891297099,0.21440793403610453,0.909271523178808,-0.003548621510576444
lgbm,SHLD,3020,-0.022824395756468115,,,0.491672218520986,0.47381046241940805,0.5095552611769386,0.3711557976819382,0.480346435709527,0.2142843966313665,0.8182119205298013,-0.007803040318555832
lgbm,T,3020,0.004834443795025848,,,0.527693856998993,0.5097420416311564,0.545574338561476,0.00265207985622917,0.5263511245384357,0.8978114389618533,0.909271523178808,0.003073131147642294
lgbm,UAA,2989,-0.012435568727631477,,,0.5092499159098554,0.4912793168591041,0.5271966410151745,0.321994874198949,0.5142953245879582,0.5820927377786307,0.853797256607561,-0.002015671188598356
lgbm,WMT,3020,-0.024091004805954414,,,0.5118215118215118,0.4939394947886095,0.5296733220621351,0.2014599524931351,0.5254745254745254,0.13410340837393442,0.9029801324503312,0.0011530179012141373
lgbm,XOM,3020,0.034296700529802895,,,0.5128119800332779,0.49493551853099466,0.5306557256209075,0.16561124709007172,0.5104825291181364,0.8125056559548698,0.9069536423841059,0.008876664539646861
lstm,AAPL,3020,-0.007829901676949613,,,0.5119442601194426,0.4940948379662814,0.5297632730757295,0.19591193374653607,0.5248838752488387,0.1549269980382622,0.8261589403973509,-0.0007416900734711351
lstm,AMD,3020,-0.011804016048913018,,,0.49640780020526853,0.4782984772038879,0.5145265530266514,0.711443950890655,0.49264454327745466,0.6840917468852529,0.8274834437086093,-0.0024643280671454715
lstm,AMZN,3020,-0.010035625158165026,,,0.5019907100199071,0.4841490152321735,0.5198273366081618,0.8411995793031968,0.5116124751161247,0.2907004455059663,0.8304635761589404,0.0005560697419829674
lstm,BABA,767,0.04236682086362847,,,0.5026178010471204,0.46723883485697376,0.5379705729167128,0.9135796712437259,0.5052356020942408,0.885015063683543,0.8005215123859192,0.002684533469924255
lstm,BAC,3020,0.013740731899993879,,,0.5057316250842886,0.487742503342337,0.5237059186879828,0.5445629203696467,0.5030343897505057,0.7829902059657313,0.8599337748344371,0.00164600783008495
lstm,BBY,3020,-0.004816221164762972,,,0.5048381715048381,0.4869430532228252,0.5227209023821624,0.6090338855177161,0.5138471805138471,0.32383231497797815,0.8168874172185431,-0.0027457301360136466
lstm,FB,1354,0.06513245353833236,,,0.5300668151447662,0.5033655131093323,0.5565971057499034,0.02923864387212681,0.5374907201187825,0.5848768933737434,0.7813884785819794,0.005817897785913351
lstm,GE,3020,-0.004771483751202529,,,0.493104608139926,0.4751534805003585,0.5110735327206338,0.4631950466775586,0.5058863101244534,0.16339272632906637,0.8403973509933775,-0.0039200309171827374
lstm,GM,1731,-0.016522626808420503,,,0.4997081144191477,0.47605714780732705,0.5233603872756998,1.0,0.5125510799766492,0.2877180935398368,0.8324667822068169,0.0011724400809725033
lstm,GOOG,3020,-0.03575042093128363,,,0.48857237495859557,0.47076700592163845,0.5064067897545889,0.21586079385531698,0.5110963895329579,0.013974010006616404,0.847682119205298,-0.0034633317011816267
lstm,JPM,3020,0.0010546635481787868,,,0.5036617842876165,0.4857886541168744,0.5215255608338067,0.7016149483485559,0.5096537949400799,0.5112865792100781,0.8549668874172185,0.00210232644100683
lstm,MA,2861,-0.0055009219706609646,,,0.5143658023826209,0.4960221696291234,0.5326708132149922,0.12945289226940204,0.5402943237561317,0.005759953909080007,0.8322264942327857,0.0012219711898920904
lstm,PFE,3020,-0.0039920870507233796,,,0.49276337933355774,0.47480683511820526,0.5107386137554424,0.44098192915688417,0.49949511948838776,0.47430226441653006,0.8437086092715231,-0.00045796642971085433
lstm,RRC,3020,0.012182982145801545,,,0.49250249916694433,0.4746362421635328,0.5103879268309326,0.421868023423484,0.4948350549816728,0.8124137195704952,0.8490066225165563,-0.0011625021244958678
lstm,SBUX,3020,0.0033262433684220147,,,0.49983327775925307,0.4819496895958574,0.5177172925053629,1.0,0.5021673891297099,0.7982597320774663,0.8264900662251655,-0.0008212259845581382
lstm,SHLD,3020,-0.055208240754665315,,,0.4836775483011326,0.46583304832328204,0.5015637699255572,0.07664646706579166,0.480346435709527,0.7149293668517432,0.828476821192053,-0.0066057119274312015
lstm,T,3020,-0.011586441185650564,,,0.5146022155085599,0.496647395287343,0.5325194233596815,0.11508853436625079,0.5263511245384357,0.19910044244971462,0.8268211920529801,-0.00104089923264028
lstm,UAA,2989,-0.0027445148515578433,,,0.49714093508240836,0.4791831859436877,0.5151060634406261,0.7691899430475502,0.5142953245879582,0.06384825611822453,0.8548009367681498,-0.0008819024682422683
lstm,WMT,3020,-0.019954614119974123,,,0.5171495171495172,0.49926620562749163,0.5349890075503493,0.06268014756246414,0.5254745254745254,0.36100276382954244,0.7996688741721855,-0.003166961805267432
lstm,XOM,3020,0.009002939713410716,,,0.5014975041597338,0.48362970991887677,0.5193614744625145,0.883973631568954,0.5104825291181364,0.32455703312822765,0.8304635761589404,-0.00044105110621095456
