model,ticker,n,ic_pooled,cs_ic_mean,cs_ic_t,hit_rate,hit_ci_lo,hit_ci_hi,hit_p_vs_50,up_rate,hit_p_vs_uprate,share_long,r2_oos
lgbm,PEP,2766,0.030540168757465434,,,0.5178052325581395,0.49912418635103745,0.5364366383349676,0.06443173246881699,0.5247093023255814,0.4683767828815232,0.8796095444685467,0.0027837187283056286
lgbm,PFE,2766,-0.026186425989479022,,,0.49285975833028195,0.4741321105801206,0.5116074657083196,0.4671417780694272,0.4972537532039546,0.6598562596563349,0.8723788864786696,-0.012345963074537947
lgbm,PG,2766,0.04124853398667439,,,0.5250544662309368,0.5063816969711047,0.5436574350805693,0.009026487263686746,0.528322440087146,0.731234519198704,0.8778018799710774,-0.012049607407983887
lgbm,T,2766,0.022043929354322325,,,0.5226773957571325,0.5039355065044346,0.541355645474555,0.01863783943157753,0.5267008046817849,0.673557613664298,0.8738250180766449,-0.00754529576099805
lgbm,UNH,2766,0.00797453366863763,,,0.5219123505976095,0.5032621447754533,0.5405016643339005,0.02236929631508114,0.5269829771821803,0.5936508150133064,0.8673174258857556,-0.0002062740100108318
lgbm,VZ,2766,-0.00388040779229567,,,0.5087719298245614,0.4900400291121752,0.5274792318553203,0.3688979046490106,0.5120614035087719,0.7307300928381465,0.8785249457700651,-0.01370871133388385
lgbm,WFC,2766,0.022529641243502364,,,0.5161759360232643,0.4974917012521181,0.5348150564213541,0.09337025626574715,0.5110868774990912,0.6066289580332853,0.8684020245842372,-0.013073893582203677
lgbm,WMT,2766,0.018802917320277446,,,0.5338645418326693,0.5152225847658155,0.5524123929486401,0.00039854985798288395,0.5335023542194857,0.9847824616911622,0.8723788864786696,-0.00742735555858709
lgbm,XOM,2766,0.042248366774724766,,,0.5103373231773667,0.491675782426086,0.5289700959901187,0.2861859369848472,0.5107000362713094,0.9696151151117993,0.8738250180766449,-0.013696011736638924
lstm,AAPL,2766,-0.0017724826987517144,,,0.5105072463768116,0.49185573994290077,0.5291295437289275,0.2779295181545072,0.532608695652174,0.020976212524804375,0.6702819956616052,0.003619102179140854
lstm,AMZN,2766,0.013958724473919118,,,0.5191889934829833,0.5005417782507883,0.5377829038278962,0.04570609056799429,0.5347574221578566,0.10097432743093361,0.6391901663051338,-0.0001131689619899845
lstm,BA,2766,-0.029166234766087033,,,0.49692140528793916,0.4782883943718131,0.5155629712905091,0.7607536245220334,0.5117710974284679,0.11857548624113998,0.7147505422993492,-0.013458152159986358
lstm,BAC,2766,-0.026996829846753372,,,0.5018301610541728,0.48309155588885994,0.5205636264871959,0.8632939646397257,0.5157393850658858,0.14579700415388855,0.7002892263195951,-0.008298354494346238
lstm,CAT,2766,-0.031231525591418497,,,0.49782923299565845,0.4792048831399545,0.5164596086431013,0.8342735140564171,0.5227930535455861,0.009079891696077563,0.7194504699927693,-0.0050783171936212845
lstm,CSCO,2766,0.009517325728849255,,,0.5009134088417976,0.4821930967398541,0.5196311604518055,0.9390566171315778,0.5301424917793204,0.0023229142569529525,0.6630513376717281,0.004083643520119806
lstm,CVX,2766,-0.01173994901131823,,,0.5041681768756796,0.48551864231765307,0.5228061201298214,0.6753416290606827,0.5226531351939109,0.0542312236680194,0.687997107736804,-0.009819731105108254
lstm,DIS,2766,-0.005826486725859338,,,0.5041712005803409,0.48551490685898724,0.522815886186148,0.6752306251357325,0.5030830612985129,0.924136830545871,0.6561822125813449,-0.01069130528015716
lstm,GE,2766,0.009083982950327004,,,0.5199414562751555,0.5011956114277556,0.5386313190018317,0.03882088261991572,0.5118916941090377,0.41065089302494584,0.6652205350686913,-0.003978473490979573
lstm,GOOG,2766,2.183159695561556e-08,,,0.5046999276934201,0.486073418980774,0.5233133993845794,0.6345451020286041,0.5404916847433117,0.00017022469851088053,0.646059291395517,-0.0001468957521795211
lstm,GS,2766,-0.03242365922320075,,,0.4909551374819103,0.4723431969905564,0.5095921854388427,0.3513260756247883,0.5188133140376266,0.0035807123835099094,0.6952277657266811,-0.005318360003352618
lstm,HD,2766,0.013774016991268281,,,0.5128576602680188,0.49420830875950966,0.5314712817096153,0.18278887475030864,0.5280695400217312,0.10939054760274583,0.6420824295010846,0.01070878300724365
lstm,INTC,2766,-0.026264909215007657,,,0.4929065114587123,0.4742400685492856,0.5115927523438598,0.46860362714638343,0.513641324117861,0.031063467259433854,0.6916124367317426,-0.0013665730757237426
lstm,JNJ,2766,-0.005802782095772743,,,0.5074302283436027,0.4887775670040051,0.5260622269241013,0.4463493538973743,0.5222906850308082,0.11817745675087174,0.6261749819233551,-0.005557458530003556
lstm,JPM,2766,-0.0024376901079308255,,,0.5125226860254084,0.49385319606026445,0.5311573010991232,0.1951276437892429,0.5245009074410163,0.20812260114942072,0.6688358640636298,-0.002122010485634984
lstm,KO,2766,0.038706418945759,,,0.5031010580080263,0.4843916584954585,0.5218017772204678,0.7599091468571982,0.52681503101058,0.013590744317542256,0.5986984815618221,-0.019820393678991355
lstm,MCD,2766,0.01608968961379998,,,0.5012694958287994,0.4826166516191074,0.5199188071337598,0.9090263333328247,0.5324628219078709,0.0010964691421485335,0.5882140274765003,0.0023418519977967955
lstm,MMM,2766,-0.01109080012402037,,,0.4916606236403191,0.4730270527332157,0.510317393957717,0.39152005952405494,0.5213923132704859,0.0018872091938576352,0.6561822125813449,-0.0056555510658948815
lstm,MRK,2766,0.01086387939430359,,,0.5102115244347192,0.49149912097083015,0.5288953548066511,0.2935613589402707,0.5160466812545588,0.5409986157957121,0.6872740419378164,-0.0030535962747262335
lstm,MSFT,2766,0.04423077018303928,,,0.5216284987277354,0.5029443528082099,0.5402523231821629,0.024446428532239307,0.5379861868411486,0.08530812642159039,0.651120751988431,0.014811382402499351
lstm,NVDA,2766,0.0032602759787637697,,,0.5092357841361825,0.4905884856724659,0.5278574173405675,0.34132086733891376,0.545816733067729,0.0001215597287327615,0.67823571945047,0.006684272192652552
lstm,ORCL,2766,-0.01427793940046009,,,0.5134741442097597,0.49477369310257213,0.5321369478594382,0.16358693834856092,0.5375091041514931,0.012163753388623251,0.6898047722342733,0.003843549511839073
lstm,PEP,2766,0.008426546728348767,,,0.4960029069767442,0.4773410247872106,0.5146759329363394,0.6889366273816194,0.5247093023255814,0.0027250108869263674,0.5979754157628344,0.005009593015012248
lstm,PFE,2766,-0.00709758240722353,,,0.4899304284145002,0.4712087825386422,0.5086803635091581,0.30145532163177097,0.4972537532039546,0.45549556421233295,0.6717281272595806,-0.009063087263210257
lstm,PG,2766,-0.0007655181736325344,,,0.5029048656499637,0.4842398542954792,0.5215617842032657,0.7750136695022798,0.528322440087146,0.007967485424772035,0.6167751265365148,-0.002971946576752371
lstm,T,2766,0.0037506241940166592,,,0.5098756400877835,0.49113611561632486,0.528587450568074,0.31076210489814804,0.5267008046817849,0.08133916330354214,0.6818510484454086,-0.015413743646780498
lstm,UNH,2766,0.03150723124373039,,,0.5186526620789569,0.5000020593086533,0.537251431090218,0.052216149822828434,0.5269829771821803,0.3807248198838508,0.7002892263195951,0.0030858871031563817
lstm,VZ,2766,-0.0036918104579817443,,,0.506578947368421,0.4878488625528278,0.5252905831727938,0.5034202356817752,0.5120614035087719,0.5662424530393162,0.6702819956616052,-0.010967173199348368
lstm,WFC,2766,0.003645748260168073,,,0.5129043984005816,0.49422117648892255,0.5315516301944091,0.181995325418464,0.5110868774990912,0.8637290370282165,0.6724511930585684,-0.008484083481805849
lstm,WMT,2766,-0.004018119890962401,,,0.495110467222021,0.4764805096526775,0.5137540122815989,0.6207408636163486,0.5335023542194857,5.663060862917856e-05,0.6442516268980477,0.004312785432189714
lstm,XOM,2766,-0.00808423510317306,,,0.499455930359086,0.48080556064579855,0.5181078141744012,0.9696167967109761,0.5107000362713094,0.23765556354640313,0.6413593637020969,-0.017420611414118214
