model,test_year,n,ic_pooled,cs_ic_mean,cs_ic_t,hit_rate,hit_ci_lo,hit_ci_hi,hit_p_vs_50,up_rate,hit_p_vs_uprate,share_long,r2_oos
lgbm,2022,7781,0.05285610510261396,0.023068202145870118,1.298590766593318,0.4974861415495681,0.4863632527271515,0.5086115190811018,0.6661394461976639,0.495681320097976,0.750557968114439,0.63038169901041,-0.005992131647442278
lgbm,2023,7750,-0.018544540042242007,0.016452129008500127,1.0393161751556546,0.5244818652849741,0.5133321704309133,0.5356072070933486,1.7742861222827744e-05,0.5261658031088083,0.7670015559857829,0.9415483870967742,0.0026694338353263625
lgbm,2024,7812,0.0033488950525228283,-0.011575621817428218,-0.6602098567226341,0.5331019411235377,0.5220014209351694,0.5441697831659137,5.548871770840252e-09,0.5329733898958735,0.9909341074969837,0.9944956477214542,0.001646776855932952
lgbm,2025,7750,0.02910586251231719,0.014834633793462676,0.9701455718195781,0.524993524993525,0.5138455854591286,0.5361166089508629,1.1754686888184165e-05,0.5299145299145299,0.3862904329185278,0.7867096774193548,-0.011728416093468086
lgbm,ALL,85746,0.01911770696804203,0.008429294230651247,1.4475565533356027,0.5203605588897224,0.5170072803366387,0.5237120038531337,1.3006167376606373e-32,0.523326144036009,0.08347791108655868,0.8696149091502811,-0.004921710760351861
lstm,2015,7812,0.03246945433037607,-0.007045709442684131,-0.48331087000157874,0.5048969072164948,0.4937728931004815,0.5160160752885695,0.394552120094479,0.4954896907216495,0.09744438488653559,0.7872503840245776,0.0012273922301269113
lstm,2016,7812,-0.012843868005537247,0.0007546604724934716,0.045613607878185344,0.5000644246875403,0.4889429848607964,0.5111858007669747,1.0,0.5317613709573509,2.3182501743363883e-08,0.5376344086021505,-0.012751845800123007
lstm,2017,7781,0.018246893093132682,0.013010834798391937,0.7993788813904192,0.49501101464299596,0.48386099920831915,0.5061659947401126,0.38696001793913526,0.5360891538162499,5.308073666290192e-13,0.4151137385940111,-0.0007173124466000047
lstm,2018,7781,-0.010537213163870539,0.017911935954605506,1.0623413350156017,0.4995472771957056,0.48840455194782656,0.5106904521437893,0.9455958696656539,0.519208381839348,0.0005626162918051109,0.7146896285824444,0.001925464505969865
lstm,2019,7812,0.034748979736981565,-0.007633989528094578,-0.4419321318040839,0.524893863373215,0.5137825170547708,0.5359806155773764,1.1921032252839825e-05,0.549337450147948,1.5559832248335194e-05,0.7538402457757296,0.0038520377956886565
lstm,2020,7843,0.012682973171146495,-0.017992669076445467,-0.8478970092699177,0.5065932659070541,0.4955052150840219,0.5176748345282439,0.24845378183836803,0.5091537575214441,0.6508110010520252,0.7072548769603468,-0.005940861100290906
lstm,2021,7812,0.0066046927733695495,0.0011008704557091652,0.05964167640382043,0.5104742321038427,0.49936438666291744,0.521573740067882,0.066272863095326,0.5309086235702352,0.0003169496354783845,0.5814132104454686,0.00017628591697194107
lstm,2022,7781,0.0016948146198274329,-0.03082273347956792,-1.5012215737194265,0.4959391517339177,0.4848172548513683,0.507065068838887,0.4814632799988805,0.495681320097976,0.9637767075865784,0.7605706207428351,-0.010864983646702742
lstm,2023,7750,-0.01084230486627257,0.004970168201487298,0.3174755504305843,0.49844559585492226,0.4872955363003366,0.509597201634631,0.7935011183670481,0.5261658031088083,1.1294342296099795e-06,0.5749677419354838,-0.002303338769924723
lstm,2024,7812,-0.015458951380383591,0.0039753109304602584,0.25422562970844115,0.5111196811929554,0.500008398683097,0.5222199863838688,0.051152044196092344,0.5329733898958735,0.00011689936800272643,0.8279569892473119,0.0004680467794845322
lstm,2025,7750,0.03267200342301185,0.002704838709677416,0.16859503788948374,0.5091945091945091,0.4980423785523892,0.5203374960751205,0.10858608741828521,0.5299145299145299,0.00027567482662875574,0.6236129032258064,0.004386273850015887
lstm,ALL,85746,-0.0008592552160663704,-0.001749167095145302,-0.334783132126129,0.5051223743435859,0.5017671752062933,0.5084771121805405,0.002799764188771468,0.523326144036009,1.9440886487099383e-26,0.6623515965759336,-0.0027102687619782184
